Vin_A,Vin_B,Vin_C,temp,pvdd,cqload,lmin,wmin,toxe_n,toxm_n,toxref_n,toxe_p,toxm_p,toxref_p,toxp_par,xj_n,xj_p,ndep_n,ndep_p,leakage
1.0,1.0,1.0,73.73408594703551,0.954001594638433,1.4330228913815357e-15,4.67276009621712e-08,4.43948112248688e-08,8.676020547490971e-10,8.584990813381481e-10,8.856607798787851e-10,8.795691933308946e-10,8.983031586096757e-10,9.075471315813651e-10,6.564778448825785e-10,1.2972660733433073e-08,1.3624448254368994e-08,6.504405739369469e+18,2.918065110786584e+18,2.104037e-08
0.0,0.0,0.0,53.49740769289589,1.0470388044245191,1.7860784805677612e-15,4.411615652023477e-08,4.225495717435829e-08,8.655759404276667e-10,8.525118480799473e-10,8.856103255797614e-10,9.086317439012396e-10,9.212195131939859e-10,9.035850482876596e-10,6.857175868891437e-10,1.4093006758551685e-08,1.5095101947579063e-08,6.20794949176369e+18,2.7719268381955707e+18,3.421677e-09
0.0,0.0,1.0,53.49740769289589,1.0470388044245191,1.7860784805677612e-15,4.411615652023477e-08,4.225495717435829e-08,8.655759404276667e-10,8.525118480799473e-10,8.856103255797614e-10,9.086317439012396e-10,9.212195131939859e-10,9.035850482876596e-10,6.857175868891437e-10,1.4093006758551685e-08,1.5095101947579063e-08,6.20794949176369e+18,2.7719268381955707e+18,2.7898e-09
0.0,1.0,0.0,53.49740769289589,1.0470388044245191,1.7860784805677612e-15,4.411615652023477e-08,4.225495717435829e-08,8.655759404276667e-10,8.525118480799473e-10,8.856103255797614e-10,9.086317439012396e-10,9.212195131939859e-10,9.035850482876596e-10,6.857175868891437e-10,1.4093006758551685e-08,1.5095101947579063e-08,6.20794949176369e+18,2.7719268381955707e+18,3.078934e-09
0.0,1.0,1.0,53.49740769289589,1.0470388044245191,1.7860784805677612e-15,4.411615652023477e-08,4.225495717435829e-08,8.655759404276667e-10,8.525118480799473e-10,8.856103255797614e-10,9.086317439012396e-10,9.212195131939859e-10,9.035850482876596e-10,6.857175868891437e-10,1.4093006758551685e-08,1.5095101947579063e-08,6.20794949176369e+18,2.7719268381955707e+18,2.335376e-09
1.0,0.0,0.0,53.49740769289589,1.0470388044245191,1.7860784805677612e-15,4.411615652023477e-08,4.225495717435829e-08,8.655759404276667e-10,8.525118480799473e-10,8.856103255797614e-10,9.086317439012396e-10,9.212195131939859e-10,9.035850482876596e-10,6.857175868891437e-10,1.4093006758551685e-08,1.5095101947579063e-08,6.20794949176369e+18,2.7719268381955707e+18,9.979914e-09
1.0,0.0,1.0,53.49740769289589,1.0470388044245191,1.7860784805677612e-15,4.411615652023477e-08,4.225495717435829e-08,8.655759404276667e-10,8.525118480799473e-10,8.856103255797614e-10,9.086317439012396e-10,9.212195131939859e-10,9.035850482876596e-10,6.857175868891437e-10,1.4093006758551685e-08,1.5095101947579063e-08,6.20794949176369e+18,2.7719268381955707e+18,9.363642e-09
1.0,1.0,0.0,53.49740769289589,1.0470388044245191,1.7860784805677612e-15,4.411615652023477e-08,4.225495717435829e-08,8.655759404276667e-10,8.525118480799473e-10,8.856103255797614e-10,9.086317439012396e-10,9.212195131939859e-10,9.035850482876596e-10,6.857175868891437e-10,1.4093006758551685e-08,1.5095101947579063e-08,6.20794949176369e+18,2.7719268381955707e+18,1.655905e-08
1.0,1.0,1.0,53.49740769289589,1.0470388044245191,1.7860784805677612e-15,4.411615652023477e-08,4.225495717435829e-08,8.655759404276667e-10,8.525118480799473e-10,8.856103255797614e-10,9.086317439012396e-10,9.212195131939859e-10,9.035850482876596e-10,6.857175868891437e-10,1.4093006758551685e-08,1.5095101947579063e-08,6.20794949176369e+18,2.7719268381955707e+18,2.164555e-08
0.0,0.0,0.0,43.07897293944144,1.0924377090234878,1.5805165322823741e-15,4.432730249069392e-08,4.3956247320975693e-08,8.868653986576671e-10,9.183113813732159e-10,9.186107489503051e-10,8.910011156029405e-10,8.719454955335775e-10,9.207790930571403e-10,6.164163592305735e-10,1.3976385014217889e-08,1.3403058150053481e-08,6.334992432544413e+18,2.738343197895481e+18,1.31353e-09
0.0,0.0,1.0,43.07897293944144,1.0924377090234878,1.5805165322823741e-15,4.432730249069392e-08,4.3956247320975693e-08,8.868653986576671e-10,9.183113813732159e-10,9.186107489503051e-10,8.910011156029405e-10,8.719454955335775e-10,9.207790930571403e-10,6.164163592305735e-10,1.3976385014217889e-08,1.3403058150053481e-08,6.334992432544413e+18,2.738343197895481e+18,1.09603e-09
0.0,1.0,0.0,43.07897293944144,1.0924377090234878,1.5805165322823741e-15,4.432730249069392e-08,4.3956247320975693e-08,8.868653986576671e-10,9.183113813732159e-10,9.186107489503051e-10,8.910011156029405e-10,8.719454955335775e-10,9.207790930571403e-10,6.164163592305735e-10,1.3976385014217889e-08,1.3403058150053481e-08,6.334992432544413e+18,2.738343197895481e+18,1.230804e-09
0.0,1.0,1.0,43.07897293944144,1.0924377090234878,1.5805165322823741e-15,4.432730249069392e-08,4.3956247320975693e-08,8.868653986576671e-10,9.183113813732159e-10,9.186107489503051e-10,8.910011156029405e-10,8.719454955335775e-10,9.207790930571403e-10,6.164163592305735e-10,1.3976385014217889e-08,1.3403058150053481e-08,6.334992432544413e+18,2.738343197895481e+18,9.445768e-10
1.0,0.0,0.0,43.07897293944144,1.0924377090234878,1.5805165322823741e-15,4.432730249069392e-08,4.3956247320975693e-08,8.868653986576671e-10,9.183113813732159e-10,9.186107489503051e-10,8.910011156029405e-10,8.719454955335775e-10,9.207790930571403e-10,6.164163592305735e-10,1.3976385014217889e-08,1.3403058150053481e-08,6.334992432544413e+18,2.738343197895481e+18,5.564477e-09
1.0,0.0,1.0,43.07897293944144,1.0924377090234878,1.5805165322823741e-15,4.432730249069392e-08,4.3956247320975693e-08,8.868653986576671e-10,9.183113813732159e-10,9.186107489503051e-10,8.910011156029405e-10,8.719454955335775e-10,9.207790930571403e-10,6.164163592305735e-10,1.3976385014217889e-08,1.3403058150053481e-08,6.334992432544413e+18,2.738343197895481e+18,5.360524e-09
1.0,1.0,0.0,43.07897293944144,1.0924377090234878,1.5805165322823741e-15,4.432730249069392e-08,4.3956247320975693e-08,8.868653986576671e-10,9.183113813732159e-10,9.186107489503051e-10,8.910011156029405e-10,8.719454955335775e-10,9.207790930571403e-10,6.164163592305735e-10,1.3976385014217889e-08,1.3403058150053481e-08,6.334992432544413e+18,2.738343197895481e+18,9.832748e-09
1.0,1.0,1.0,43.07897293944144,1.0924377090234878,1.5805165322823741e-15,4.432730249069392e-08,4.3956247320975693e-08,8.868653986576671e-10,9.183113813732159e-10,9.186107489503051e-10,8.910011156029405e-10,8.719454955335775e-10,9.207790930571403e-10,6.164163592305735e-10,1.3976385014217889e-08,1.3403058150053481e-08,6.334992432544413e+18,2.738343197895481e+18,1.346728e-08
0.0,0.0,0.0,21.257863881002848,0.9497506287039916,2.8972638007843306e-15,4.51973609518621e-08,4.537014903596996e-08,8.850590264792307e-10,8.643342222664792e-10,9.209537144732201e-10,8.913959454023056e-10,9.061600401955223e-10,9.5539497693515e-10,6.401237841310135e-10,1.3758491113495145e-08,1.3829409491339848e-08,6.93577228098368e+18,2.8195859512728187e+18,1.419454e-09
0.0,0.0,1.0,21.257863881002848,0.9497506287039916,2.8972638007843306e-15,4.51973609518621e-08,4.537014903596996e-08,8.850590264792307e-10,8.643342222664792e-10,9.209537144732201e-10,8.913959454023056e-10,9.061600401955223e-10,9.5539497693515e-10,6.401237841310135e-10,1.3758491113495145e-08,1.3829409491339848e-08,6.93577228098368e+18,2.8195859512728187e+18,1.218696e-09
0.0,1.0,0.0,21.257863881002848,0.9497506287039916,2.8972638007843306e-15,4.51973609518621e-08,4.537014903596996e-08,8.850590264792307e-10,8.643342222664792e-10,9.209537144732201e-10,8.913959454023056e-10,9.061600401955223e-10,9.5539497693515e-10,6.401237841310135e-10,1.3758491113495145e-08,1.3829409491339848e-08,6.93577228098368e+18,2.8195859512728187e+18,1.406204e-09
0.0,1.0,1.0,21.257863881002848,0.9497506287039916,2.8972638007843306e-15,4.51973609518621e-08,4.537014903596996e-08,8.850590264792307e-10,8.643342222664792e-10,9.209537144732201e-10,8.913959454023056e-10,9.061600401955223e-10,9.5539497693515e-10,6.401237841310135e-10,1.3758491113495145e-08,1.3829409491339848e-08,6.93577228098368e+18,2.8195859512728187e+18,1.105042e-09
1.0,0.0,0.0,21.257863881002848,0.9497506287039916,2.8972638007843306e-15,4.51973609518621e-08,4.537014903596996e-08,8.850590264792307e-10,8.643342222664792e-10,9.209537144732201e-10,8.913959454023056e-10,9.061600401955223e-10,9.5539497693515e-10,6.401237841310135e-10,1.3758491113495145e-08,1.3829409491339848e-08,6.93577228098368e+18,2.8195859512728187e+18,7.219087e-09
1.0,0.0,1.0,21.257863881002848,0.9497506287039916,2.8972638007843306e-15,4.51973609518621e-08,4.537014903596996e-08,8.850590264792307e-10,8.643342222664792e-10,9.209537144732201e-10,8.913959454023056e-10,9.061600401955223e-10,9.5539497693515e-10,6.401237841310135e-10,1.3758491113495145e-08,1.3829409491339848e-08,6.93577228098368e+18,2.8195859512728187e+18,7.022284e-09
1.0,1.0,0.0,21.257863881002848,0.9497506287039916,2.8972638007843306e-15,4.51973609518621e-08,4.537014903596996e-08,8.850590264792307e-10,8.643342222664792e-10,9.209537144732201e-10,8.913959454023056e-10,9.061600401955223e-10,9.5539497693515e-10,6.401237841310135e-10,1.3758491113495145e-08,1.3829409491339848e-08,6.93577228098368e+18,2.8195859512728187e+18,1.302332e-08
1.0,1.0,1.0,21.257863881002848,0.9497506287039916,2.8972638007843306e-15,4.51973609518621e-08,4.537014903596996e-08,8.850590264792307e-10,8.643342222664792e-10,9.209537144732201e-10,8.913959454023056e-10,9.061600401955223e-10,9.5539497693515e-10,6.401237841310135e-10,1.3758491113495145e-08,1.3829409491339848e-08,6.93577228098368e+18,2.8195859512728187e+18,1.793027e-08
0.0,0.0,0.0,61.2609403519981,1.0152314668835674,3.4211714867642504e-15,4.2891659928912166e-08,4.728893634132721e-08,9.578859616145096e-10,8.847955093710392e-10,9.00113126672588e-10,8.812659039608634e-10,9.281477645656311e-10,9.252901354391143e-10,6.809001062937505e-10,1.3543212732299242e-08,1.44377765190893e-08,6.490337657601231e+18,2.684208370708085e+18,1.925109e-08
0.0,0.0,1.0,61.2609403519981,1.0152314668835674,3.4211714867642504e-15,4.2891659928912166e-08,4.728893634132721e-08,9.578859616145096e-10,8.847955093710392e-10,9.00113126672588e-10,8.812659039608634e-10,9.281477645656311e-10,9.252901354391143e-10,6.809001062937505e-10,1.3543212732299242e-08,1.44377765190893e-08,6.490337657601231e+18,2.684208370708085e+18,1.389921e-08
0.0,1.0,0.0,61.2609403519981,1.0152314668835674,3.4211714867642504e-15,4.2891659928912166e-08,4.728893634132721e-08,9.578859616145096e-10,8.847955093710392e-10,9.00113126672588e-10,8.812659039608634e-10,9.281477645656311e-10,9.252901354391143e-10,6.809001062937505e-10,1.3543212732299242e-08,1.44377765190893e-08,6.490337657601231e+18,2.684208370708085e+18,1.430004e-08
0.0,1.0,1.0,61.2609403519981,1.0152314668835674,3.4211714867642504e-15,4.2891659928912166e-08,4.728893634132721e-08,9.578859616145096e-10,8.847955093710392e-10,9.00113126672588e-10,8.812659039608634e-10,9.281477645656311e-10,9.252901354391143e-10,6.809001062937505e-10,1.3543212732299242e-08,1.44377765190893e-08,6.490337657601231e+18,2.684208370708085e+18,8.863566e-09
1.0,0.0,0.0,61.2609403519981,1.0152314668835674,3.4211714867642504e-15,4.2891659928912166e-08,4.728893634132721e-08,9.578859616145096e-10,8.847955093710392e-10,9.00113126672588e-10,8.812659039608634e-10,9.281477645656311e-10,9.252901354391143e-10,6.809001062937505e-10,1.3543212732299242e-08,1.44377765190893e-08,6.490337657601231e+18,2.684208370708085e+18,1.985681e-08
1.0,0.0,1.0,61.2609403519981,1.0152314668835674,3.4211714867642504e-15,4.2891659928912166e-08,4.728893634132721e-08,9.578859616145096e-10,8.847955093710392e-10,9.00113126672588e-10,8.812659039608634e-10,9.281477645656311e-10,9.252901354391143e-10,6.809001062937505e-10,1.3543212732299242e-08,1.44377765190893e-08,6.490337657601231e+18,2.684208370708085e+18,1.451876e-08
1.0,1.0,0.0,61.2609403519981,1.0152314668835674,3.4211714867642504e-15,4.2891659928912166e-08,4.728893634132721e-08,9.578859616145096e-10,8.847955093710392e-10,9.00113126672588e-10,8.812659039608634e-10,9.281477645656311e-10,9.252901354391143e-10,6.809001062937505e-10,1.3543212732299242e-08,1.44377765190893e-08,6.490337657601231e+18,2.684208370708085e+18,2.048396e-08
1.0,1.0,1.0,61.2609403519981,1.0152314668835674,3.4211714867642504e-15,4.2891659928912166e-08,4.728893634132721e-08,9.578859616145096e-10,8.847955093710392e-10,9.00113126672588e-10,8.812659039608634e-10,9.281477645656311e-10,9.252901354391143e-10,6.809001062937505e-10,1.3543212732299242e-08,1.44377765190893e-08,6.490337657601231e+18,2.684208370708085e+18,2.231372e-08
0.0,0.0,0.0,23.765698027284657,1.0184083862543678,1.3510594415129102e-15,4.4475326729832695e-08,4.3840842175532694e-08,9.284826242077727e-10,8.821105788464845e-10,9.279554512234291e-10,9.338763321742826e-10,9.42175081807959e-10,9.206459019878231e-10,6.702827982134068e-10,1.3795044889825663e-08,1.4138475480497252e-08,6.542265101049466e+18,2.820763228640804e+18,3.914889e-09
0.0,0.0,1.0,23.765698027284657,1.0184083862543678,1.3510594415129102e-15,4.4475326729832695e-08,4.3840842175532694e-08,9.284826242077727e-10,8.821105788464845e-10,9.279554512234291e-10,9.338763321742826e-10,9.42175081807959e-10,9.206459019878231e-10,6.702827982134068e-10,1.3795044889825663e-08,1.4138475480497252e-08,6.542265101049466e+18,2.820763228640804e+18,3.186605e-09
0.0,1.0,0.0,23.765698027284657,1.0184083862543678,1.3510594415129102e-15,4.4475326729832695e-08,4.3840842175532694e-08,9.284826242077727e-10,8.821105788464845e-10,9.279554512234291e-10,9.338763321742826e-10,9.42175081807959e-10,9.206459019878231e-10,6.702827982134068e-10,1.3795044889825663e-08,1.4138475480497252e-08,6.542265101049466e+18,2.820763228640804e+18,3.55899e-09
0.0,1.0,1.0,23.765698027284657,1.0184083862543678,1.3510594415129102e-15,4.4475326729832695e-08,4.3840842175532694e-08,9.284826242077727e-10,8.821105788464845e-10,9.279554512234291e-10,9.338763321742826e-10,9.42175081807959e-10,9.206459019878231e-10,6.702827982134068e-10,1.3795044889825663e-08,1.4138475480497252e-08,6.542265101049466e+18,2.820763228640804e+18,2.693823e-09
1.0,0.0,0.0,23.765698027284657,1.0184083862543678,1.3510594415129102e-15,4.4475326729832695e-08,4.3840842175532694e-08,9.284826242077727e-10,8.821105788464845e-10,9.279554512234291e-10,9.338763321742826e-10,9.42175081807959e-10,9.206459019878231e-10,6.702827982134068e-10,1.3795044889825663e-08,1.4138475480497252e-08,6.542265101049466e+18,2.820763228640804e+18,1.075657e-08
1.0,0.0,1.0,23.765698027284657,1.0184083862543678,1.3510594415129102e-15,4.4475326729832695e-08,4.3840842175532694e-08,9.284826242077727e-10,8.821105788464845e-10,9.279554512234291e-10,9.338763321742826e-10,9.42175081807959e-10,9.206459019878231e-10,6.702827982134068e-10,1.3795044889825663e-08,1.4138475480497252e-08,6.542265101049466e+18,2.820763228640804e+18,1.004058e-08
1.0,1.0,0.0,23.765698027284657,1.0184083862543678,1.3510594415129102e-15,4.4475326729832695e-08,4.3840842175532694e-08,9.284826242077727e-10,8.821105788464845e-10,9.279554512234291e-10,9.338763321742826e-10,9.42175081807959e-10,9.206459019878231e-10,6.702827982134068e-10,1.3795044889825663e-08,1.4138475480497252e-08,6.542265101049466e+18,2.820763228640804e+18,1.761539e-08
1.0,1.0,1.0,23.765698027284657,1.0184083862543678,1.3510594415129102e-15,4.4475326729832695e-08,4.3840842175532694e-08,9.284826242077727e-10,8.821105788464845e-10,9.279554512234291e-10,9.338763321742826e-10,9.42175081807959e-10,9.206459019878231e-10,6.702827982134068e-10,1.3795044889825663e-08,1.4138475480497252e-08,6.542265101049466e+18,2.820763228640804e+18,2.264153e-08
0.0,0.0,0.0,105.51914014077435,1.0144503811581749,6.57515486616223e-16,4.803520792465496e-08,4.632308489904451e-08,9.026265372415555e-10,8.984229811119134e-10,9.101989495140379e-10,9.230021484593206e-10,9.20754771840936e-10,9.230499366822751e-10,6.646982354748767e-10,1.4084624600301647e-08,1.4387326874237849e-08,6.113994714597122e+18,2.7917516178347453e+18,5.536013e-09
0.0,0.0,1.0,105.51914014077435,1.0144503811581749,6.57515486616223e-16,4.803520792465496e-08,4.632308489904451e-08,9.026265372415555e-10,8.984229811119134e-10,9.101989495140379e-10,9.230021484593206e-10,9.20754771840936e-10,9.230499366822751e-10,6.646982354748767e-10,1.4084624600301647e-08,1.4387326874237849e-08,6.113994714597122e+18,2.7917516178347453e+18,4.269867e-09
0.0,1.0,0.0,105.51914014077435,1.0144503811581749,6.57515486616223e-16,4.803520792465496e-08,4.632308489904451e-08,9.026265372415555e-10,8.984229811119134e-10,9.101989495140379e-10,9.230021484593206e-10,9.20754771840936e-10,9.230499366822751e-10,6.646982354748767e-10,1.4084624600301647e-08,1.4387326874237849e-08,6.113994714597122e+18,2.7917516178347453e+18,4.539106e-09
0.0,1.0,1.0,105.51914014077435,1.0144503811581749,6.57515486616223e-16,4.803520792465496e-08,4.632308489904451e-08,9.026265372415555e-10,8.984229811119134e-10,9.101989495140379e-10,9.230021484593206e-10,9.20754771840936e-10,9.230499366822751e-10,6.646982354748767e-10,1.4084624600301647e-08,1.4387326874237849e-08,6.113994714597122e+18,2.7917516178347453e+18,3.175494e-09
1.0,0.0,0.0,105.51914014077435,1.0144503811581749,6.57515486616223e-16,4.803520792465496e-08,4.632308489904451e-08,9.026265372415555e-10,8.984229811119134e-10,9.101989495140379e-10,9.230021484593206e-10,9.20754771840936e-10,9.230499366822751e-10,6.646982354748767e-10,1.4084624600301647e-08,1.4387326874237849e-08,6.113994714597122e+18,2.7917516178347453e+18,1.235572e-08
1.0,0.0,1.0,105.51914014077435,1.0144503811581749,6.57515486616223e-16,4.803520792465496e-08,4.632308489904451e-08,9.026265372415555e-10,8.984229811119134e-10,9.101989495140379e-10,9.230021484593206e-10,9.20754771840936e-10,9.230499366822751e-10,6.646982354748767e-10,1.4084624600301647e-08,1.4387326874237849e-08,6.113994714597122e+18,2.7917516178347453e+18,1.111921e-08
1.0,1.0,0.0,105.51914014077435,1.0144503811581749,6.57515486616223e-16,4.803520792465496e-08,4.632308489904451e-08,9.026265372415555e-10,8.984229811119134e-10,9.101989495140379e-10,9.230021484593206e-10,9.20754771840936e-10,9.230499366822751e-10,6.646982354748767e-10,1.4084624600301647e-08,1.4387326874237849e-08,6.113994714597122e+18,2.7917516178347453e+18,1.921381e-08
1.0,1.0,1.0,105.51914014077435,1.0144503811581749,6.57515486616223e-16,4.803520792465496e-08,4.632308489904451e-08,9.026265372415555e-10,8.984229811119134e-10,9.101989495140379e-10,9.230021484593206e-10,9.20754771840936e-10,9.230499366822751e-10,6.646982354748767e-10,1.4084624600301647e-08,1.4387326874237849e-08,6.113994714597122e+18,2.7917516178347453e+18,2.509377e-08
0.0,0.0,0.0,118.45929689018529,0.9446163265281236,3.034555174629659e-16,4.5758080407866015e-08,4.312110998774502e-08,8.63236934435095e-10,8.419116058246046e-10,8.995295366519231e-10,9.062562622111247e-10,9.420795010577235e-10,9.269733784370479e-10,6.680407660217304e-10,1.3765352206366817e-08,1.3768485577474804e-08,6.342040323927816e+18,2.8091819379694444e+18,2.515014e-09
0.0,0.0,1.0,118.45929689018529,0.9446163265281236,3.034555174629659e-16,4.5758080407866015e-08,4.312110998774502e-08,8.63236934435095e-10,8.419116058246046e-10,8.995295366519231e-10,9.062562622111247e-10,9.420795010577235e-10,9.269733784370479e-10,6.680407660217304e-10,1.3765352206366817e-08,1.3768485577474804e-08,6.342040323927816e+18,2.8091819379694444e+18,2.016279e-09
0.0,1.0,0.0,118.45929689018529,0.9446163265281236,3.034555174629659e-16,4.5758080407866015e-08,4.312110998774502e-08,8.63236934435095e-10,8.419116058246046e-10,8.995295366519231e-10,9.062562622111247e-10,9.420795010577235e-10,9.269733784370479e-10,6.680407660217304e-10,1.3765352206366817e-08,1.3768485577474804e-08,6.342040323927816e+18,2.8091819379694444e+18,2.18483e-09
0.0,1.0,1.0,118.45929689018529,0.9446163265281236,3.034555174629659e-16,4.5758080407866015e-08,4.312110998774502e-08,8.63236934435095e-10,8.419116058246046e-10,8.995295366519231e-10,9.062562622111247e-10,9.420795010577235e-10,9.269733784370479e-10,6.680407660217304e-10,1.3765352206366817e-08,1.3768485577474804e-08,6.342040323927816e+18,2.8091819379694444e+18,1.623336e-09
1.0,0.0,0.0,118.45929689018529,0.9446163265281236,3.034555174629659e-16,4.5758080407866015e-08,4.312110998774502e-08,8.63236934435095e-10,8.419116058246046e-10,8.995295366519231e-10,9.062562622111247e-10,9.420795010577235e-10,9.269733784370479e-10,6.680407660217304e-10,1.3765352206366817e-08,1.3768485577474804e-08,6.342040323927816e+18,2.8091819379694444e+18,7.659496e-09
1.0,0.0,1.0,118.45929689018529,0.9446163265281236,3.034555174629659e-16,4.5758080407866015e-08,4.312110998774502e-08,8.63236934435095e-10,8.419116058246046e-10,8.995295366519231e-10,9.062562622111247e-10,9.420795010577235e-10,9.269733784370479e-10,6.680407660217304e-10,1.3765352206366817e-08,1.3768485577474804e-08,6.342040323927816e+18,2.8091819379694444e+18,7.203589e-09
